4925 : { 9276 14232 5896 7675 false [ 2586 ]}
4927 : { 11128 16988 6416 9576 false [ 2586 ]}
4932 : { 65535 0 65535 0 true [ ]}
4934 : { 65535 0 65535 0 true [ ]}
4935 : { 65535 0 65535 0 true [ ]}
4936 : { 65535 0 65535 0 true [ ]}
4952 : { 13705 18384 65535 0 false [ 4927 ]}
7705 : { 65535 0 65535 0 true [ ]}
4929 : { 13423 17823 7503 11367 false [ 2586 ]}
4947 : { 65535 0 65535 0 true [ ]}
4951 : { 65535 0 65535 0 true [ ]}
7700 : { 65535 0 65535 0 true [ ]}
4958 : { 65535 0 65535 0 true [ ]}
4942 : { 65535 0 65535 0 true [ ]}
4975 : { 65535 0 65535 0 true [ ]}
4974 : { 65535 0 65535 0 true [ ]}
4968 : { 65535 0 65535 0 true [ ]}
4973 : { 65535 0 65535 0 true [ ]}
7920 : { 65535 0 65535 0 true [ ]}
4950 : { 19329 19627 11294 11294 false [ 2601 ]}
4964 : { 65535 0 65535 0 true [ ]}
4939 : { 65535 0 65535 0 true [ ]}
4979 : { 65535 0 65535 0 true [ ]}
4976 : { 65535 0 65535 0 true [ ]}
7934 : { 65535 0 65535 0 true [ ]}
4941 : { 65535 0 65535 0 true [ ]}
4945 : { 65535 0 65535 0 true [ ]}
7694 : { 65535 0 65535 0 true [ ]}
4940 : { 65535 0 65535 0 true [ ]}
4948 : { 65535 0 11369 11369 false [ 2601 ]}
4962 : { 65535 0 65535 0 true [ ]}
4967 : { 65535 0 65535 0 true [ ]}
4992 : { 65535 0 65535 0 true [ ]}
7912 : { 65535 0 65535 0 true [ ]}
4949 : { 65535 0 65535 0 true [ ]}
7683 : { 65535 0 65535 0 true [ ]}
4981 : { 65535 0 65535 0 true [ ]}
4982 : { 65535 0 65535 0 true [ ]}
4994 : { 65535 0 65535 0 true [ ]}
4995 : { 65535 0 65535 0 true [ ]}
4996 : { 65535 0 65535 0 true [ ]}
5022 : { 65535 0 65535 0 true [ ]}
8773 : { 65535 0 65535 0 true [ ]}
4944 : { 65535 0 65535 0 true [ ]}
4954 : { 65535 0 65535 0 true [ ]}
4959 : { 65535 0 65535 0 true [ ]}
7907 : { 65535 0 65535 0 true [ ]}
4943 : { 65535 0 65535 0 true [ ]}
7908 : { 65535 0 65535 0 true [ ]}
4961 : { 65535 0 65535 0 true [ ]}
4980 : { 65535 0 65535 0 true [ ]}
7921 : { 65535 0 65535 0 true [ ]}
7913 : { 65535 0 65535 0 true [ ]}
7914 : { 65535 0 65535 0 true [ ]}
4978 : { 65535 0 6155 11424 false [ 2601 2599 ]}
5000 : { 65535 0 65535 0 true [ ]}
7922 : { 65535 0 65535 0 true [ ]}
4972 : { 65535 0 65535 0 true [ ]}
5023 : { 65535 0 65535 0 true [ ]}
7936 : { 65535 0 65535 0 true [ ]}
5008 : { 65535 0 65535 0 true [ ]}
5028 : { 65535 0 65535 0 true [ ]}
8774 : { 65535 0 65535 0 true [ ]}
8775 : { 65535 0 65535 0 true [ ]}
7699 : { 65535 0 65535 0 true [ ]}
4963 : { 65535 0 65535 0 true [ ]}
7695 : { 65535 0 65535 0 true [ ]}
4984 : { 65535 0 65535 0 true [ ]}
4990 : { 65535 0 65535 0 true [ ]}
5029 : { 65535 0 65535 0 true [ ]}
7947 : { 65535 0 65535 0 true [ ]}
5002 : { 65535 0 65535 0 true [ ]}
5011 : { 65535 0 65535 0 true [ ]}
5026 : { 65535 0 65535 0 true [ ]}
8760 : { 65535 0 65535 0 true [ ]}
5544 : { 65535 0 13972 13972 false [ 2601 ]}
4989 : { 16889 21977 8506 12592 false [ 2601 ]}
5003 : { 65535 0 7356 10071 false [ 2601 ]}
5006 : { 65535 0 65535 0 true [ ]}
5027 : { 65535 0 65535 0 true [ ]}
7951 : { 65535 0 65535 0 true [ ]}
4993 : { 65535 0 65535 0 true [ ]}
5024 : { 65535 0 65535 0 true [ ]}
8759 : { 65535 0 65535 0 true [ ]}
5004 : { 65535 0 65535 0 true [ ]}
5021 : { 65535 0 65535 0 true [ ]}
8761 : { 65535 0 65535 0 true [ ]}
8758 : { 65535 0 65535 0 true [ ]}
4986 : { 65535 0 65535 0 true [ ]}
5009 : { 16091 19996 65535 0 false [ 4927 ]}
7932 : { 65535 0 65535 0 true [ ]}
5038 : { 15307 15881 7065 10128 false [ 2605 ]}
5039 : { 12748 18057 7352 8936 false [ 2605 ]}
5040 : { 7948 12827 5609 9914 false [ 2605 ]}
5041 : { 17328 19145 65535 0 false [ 5040 ]}
5042 : { 13243 19781 9328 11796 false [ 2605 ]}
5044 : { 65535 0 65535 0 true [ ]}
5046 : { 65535 0 65535 0 true [ ]}
8771 : { 65535 0 65535 0 true [ ]}
8772 : { 65535 0 65535 0 true [ ]}
4937 : { 65535 0 65535 0 true [ ]}
4988 : { 15495 15495 7367 8871 false [ 2601 ]}
4997 : { 65535 0 65535 0 true [ ]}
5025 : { 65535 0 65535 0 true [ ]}
7945 : { 65535 0 65535 0 true [ ]}
5010 : { 65535 0 65535 0 true [ ]}
8769 : { 65535 0 65535 0 true [ ]}
7944 : { 65535 0 65535 0 true [ ]}
4938 : { 65535 0 65535 0 true [ ]}
5014 : { 65535 0 65535 0 true [ ]}
7933 : { 65535 0 65535 0 true [ ]}
7946 : { 65535 0 65535 0 true [ ]}
5013 : { 65535 0 65535 0 true [ ]}
8770 : { 65535 0 65535 0 true [ ]}
7949 : { 65535 0 65535 0 true [ ]}
4869 : { 11608 17719 6971 10947 false [ 2585 2587 ]}
4870 : { 65535 0 65535 0 true [ ]}
4776 : { 65535 0 65535 0 true [ ]}
4871 : { 11303 17919 6544 11846 false [ 2585 2598 ]}
4872 : { 22523 22523 10840 15040 false [ 2587 2628 ]}
4874 : { 10258 24727 6881 11792 false [ 2587 2616 2628 ]}
4876 : { 65535 0 8203 9663 false [ 2587 ]}
4885 : { 15131 20857 65535 0 false [ 4869 4872 4874 ]}
7707 : { 65535 0 65535 0 true [ ]}
7685 : { 65535 0 65535 0 true [ ]}
4873 : { 26149 26149 12980 17733 false [ 2628 ]}
4883 : { 65535 0 65535 0 true [ ]}
7678 : { 65535 0 65535 0 true [ ]}
5460 : { 65535 0 65535 0 true [ ]}
4875 : { 27994 27994 14961 15333 true [ 2628 ]}
4888 : { 18989 18989 65535 0 false [ 4874 ]}
4903 : { 14567 20786 65535 0 false [ 4869 ]}
7686 : { 23042 23042 65535 0 true [ 4869 ]}
4926 : { 65535 0 7189 8413 true [ 2586 ]}
4928 : { 65535 0 8271 8397 false [ 2586 ]}
4930 : { 13548 13548 7642 9560 true [ 2586 ]}
4946 : { 65535 0 7922 7922 true [ 2611 ]}
7679 : { 65535 0 65535 0 true [ ]}
7688 : { 65535 0 65535 0 true [ ]}
4931 : { 65535 0 65535 0 true [ ]}
7709 : { 65535 0 65535 0 true [ ]}
4956 : { 65535 0 65535 0 true [ ]}
7682 : { 65535 0 65535 0 true [ ]}
7681 : { 65535 0 65535 0 true [ ]}
4877 : { 17748 21438 8902 13420 false [ 2628 ]}
4878 : { 20824 24711 12051 14407 false [ 2628 ]}
7680 : { 65535 0 65535 0 true [ ]}
4879 : { 18670 22928 9332 13792 false [ 2628 ]}
4897 : { 65535 0 65535 0 true [ ]}
7710 : { 65535 0 65535 0 true [ ]}
4881 : { 65535 0 14712 17641 false [ 2628 ]}
4882 : { 20021 21710 9655 11405 false [ 2628 ]}
7712 : { 65535 0 65535 0 true [ ]}
4915 : { 65535 0 14475 18228 true [ 2628 ]}
7690 : { 65535 0 65535 0 true [ ]}
4880 : { 65535 0 65535 0 true [ ]}
4884 : { 65535 0 65535 0 true [ ]}
4886 : { 65535 0 65535 0 true [ ]}
4890 : { 65535 0 65535 0 true [ ]}
4892 : { 65535 0 65535 0 true [ ]}
6185 : { 65535 0 65535 0 true [ ]}
7903 : { 65535 0 65535 0 true [ ]}
4914 : { 65535 0 65535 0 true [ ]}
7691 : { 65535 0 65535 0 true [ ]}
4933 : { 65535 0 65535 0 true [ ]}
4970 : { 65535 0 65535 0 true [ ]}
7697 : { 65535 0 65535 0 true [ ]}
5461 : { 65535 0 65535 0 true [ ]}
4891 : { 17467 17467 65535 0 false [ 2596 ]}
4898 : { 65535 0 65535 0 true [ ]}
10123 : { 65535 0 65535 0 true [ ]}
7909 : { 65535 0 65535 0 true [ ]}
4895 : { 65535 0 65535 0 true [ ]}
4896 : { 65535 0 65535 0 true [ ]}
4901 : { 65535 0 65535 0 true [ ]}
4913 : { 65535 0 65535 0 true [ ]}
7915 : { 65535 0 65535 0 true [ ]}
4894 : { 23217 23217 14358 14358 false [ 2598 2616 ]}
4900 : { 65535 0 65535 0 true [ ]}
4902 : { 65535 0 6883 6883 false [ 2598 ]}
5462 : { 65535 0 11485 11915 false [ 2598 ]}
4917 : { 25198 25198 65535 0 false [ 4888 ]}
7924 : { 65535 0 65535 0 true [ ]}
4983 : { 65535 0 65535 0 true [ ]}
4987 : { 65535 0 65535 0 true [ ]}
4998 : { 65535 0 65535 0 true [ ]}
7925 : { 65535 0 65535 0 true [ ]}
4965 : { 65535 0 65535 0 true [ ]}
4999 : { 65535 0 65535 0 true [ ]}
5001 : { 65535 0 65535 0 true [ ]}
7938 : { 65535 0 65535 0 true [ ]}
4991 : { 65535 0 65535 0 true [ ]}
